,GUID,Inicio,Segmento,Tiempo Medio Interacción,Tiempo primer contacto Agente,palabras_totales,dominancia,Fin
693,0001WaFJ133Y0C9K,2020-07-30 14:47:53,Chat - Salud,32.333333333333336,4.0,62,agente,2020-07-30 14:51:27
694,0001WaFJ133Y0CDS,2020-07-30 14:55:16,Chat - Salud,20.3,31.0,138,agente,2020-07-30 15:02:22
695,0001WaFJ133Y0CFV,2020-07-30 14:59:08,Chat - Salud,29.5,3.0,60,agente,2020-07-30 15:03:34
696,0001WaFJ133Y0CFX,2020-07-30 14:59:26,Chat - Salud,23.48148148148148,24.0,258,agente,2020-07-30 15:11:35
697,0001WaFJ133Y0CRV,2020-07-30 15:18:32,Chat - Afiliaciones,74.38,1326.0,320,agente,2020-07-30 16:21:00
698,0001WaFJ133Y0CUM,2020-07-30 15:26:59,Chat - Salud,14.666666666666664,3.0,59,agente,2020-07-30 15:29:32
699,0001WaFJ133Y0DDC,2020-07-30 15:57:43,Chat - Salud,27.83333333333333,2.0,59,agente,2020-07-30 16:00:44
700,0001WaFJ133Y0DRW,2020-07-30 16:18:28,Chat - Salud,17.7,3.0,214,agente,2020-07-30 16:26:21
701,0001WaFJ133Y0DW4,2020-07-30 16:25:27,Chat - Salud,19.545454545454547,2.0,321,agente,2020-07-30 16:29:41
702,0001WaFJ133Y0E46,2020-07-30 16:36:30,Chat - Salud,20.3,3.0,264,agente,2020-07-30 16:50:10
703,0001WaFJ133Y0EFG,2020-07-30 16:57:53,Chat - Afiliaciones,524.6,56.0,89,agente,2020-07-30 17:41:43
704,0001WaFJ133Y0EV4,2020-07-30 17:17:46,Chat - Salud,16.40909090909091,3.0,172,agente,2020-07-30 17:24:16
705,0001WaFJ133Y0EY3,2020-07-30 17:24:19,Chat - Salud,20.516129032258068,3.0,197,agente,2020-07-30 17:35:11
706,0001WaFJ133Y0FGT,2020-07-30 18:04:12,Chat - Salud,22.095238095238095,19.0,226,agente,2020-07-30 18:12:07
707,0001WaFJ133Y0FJ7,2020-07-30 18:08:37,Chat - Salud,15.5,4.0,55,agente,2020-07-30 18:10:18
708,0001WaFJ133Y0GUF,2020-07-30 19:43:12,Chat - Afiliaciones,55.875,61.0,42,agente,2020-07-30 19:52:51
709,0001WaFJ133Y0GYP,2020-07-30 19:52:58,Chat - Afiliaciones,31.6,9.0,295,agente,2020-07-30 20:03:42
710,0001WaFJ133Y0H00,2020-07-30 19:53:55,Chat - Afiliaciones,112.66666666666669,5.0,32,agente,2020-07-30 20:05:24
711,0001WaFJ133Y0H3Q,2020-07-30 20:00:18,Chat - Afiliaciones,120.0,6.0,32,agente,2020-07-30 20:13:59
712,0001WaFJ133Y0HY5,2020-07-30 21:03:41,Chat - Salud,26.75,64.0,55,agente,2020-07-30 21:08:42
713,0001WaFJ133Y0HYN,2020-07-30 21:05:01,Chat - Salud,18.777777777777786,25.0,320,agente,2020-07-30 21:12:59
714,0001WaFJ133Y0J4T,2020-07-30 21:17:16,Chat - Afiliaciones,139.69230769230768,4.0,86,agente,2020-07-30 21:47:41
715,0001WaFJ133Y0JC5,2020-07-30 21:33:33,Chat - Afiliaciones,74.90476190476191,336.0,391,agente,2020-07-30 21:59:54
716,0001WaFJ133Y0KTX,2020-07-30 23:45:44,Chat - Afiliaciones,75.73333333333333,300.0,308,agente,2020-07-31 00:04:47
717,0001WaFJ133Y0KXA,2020-07-30 23:58:18,Chat - Afiliaciones,103.66666666666669,588.0,95,agente,2020-07-31 00:13:59
718,0001WaFJ133Y0M3C,2020-07-31 00:49:43,Chat - Afiliaciones,15.6,4.0,41,agente,2020-07-31 00:51:09
719,0001WaFJ133Y0MMS,2020-07-31 12:31:34,Chat - Salud,22.555555555555557,4.0,99,agente,2020-07-31 12:35:53
720,0001WaFJ133Y0MSR,2020-07-31 12:45:21,Chat - Afiliaciones,68.0,2.0,31,agente,2020-07-31 12:51:14
721,0001WaFJ133Y0MVK,2020-07-31 12:51:42,Chat - Salud,40.77272727272727,4.0,240,agente,2020-07-31 13:08:57
722,0001WaFJ133Y0N2G,2020-07-31 13:10:08,Chat - Afiliaciones,62.0,16.0,133,agente,2020-07-31 13:23:58
723,0001WaFJ133Y0N47,2020-07-31 13:16:53,Chat - Afiliaciones,120.0,33.0,93,agente,2020-07-31 13:26:59
724,0001WaFJ133Y0NXC,2020-07-31 14:18:09,Chat - Salud,16.96875,3.0,401,agente,2020-07-31 14:33:48
725,0001WaFJ133Y0P19,2020-07-31 14:27:33,Chat - Salud,23.25,29.0,153,agente,2020-07-31 14:34:56
726,0001WaFJ133Y0PBW,2020-07-31 14:52:30,Chat - Salud,20.33333333333333,2.0,207,agente,2020-07-31 14:58:52
727,0001WaFJ133Y0QB7,2020-07-31 16:02:40,Chat - Salud,31.058823529411764,4.0,306,agente,2020-07-31 16:21:17
728,0001WaFJ133Y0QSD,2020-07-31 16:28:28,Chat - Salud,59.07142857142857,86.0,146,agente,2020-07-31 16:47:01
729,0001WaFJ133Y0QT1,2020-07-31 16:29:59,Chat - Salud,27.16666666666667,59.0,871,agente,2020-07-31 16:57:28
730,0001WaFJ133Y0R82,2020-07-31 17:04:05,Chat - Afiliaciones,129.73333333333332,1608.0,106,agente,2020-07-31 17:37:26
731,0001WaFJ133Y0RMD,2020-07-31 17:34:30,Chat - Salud,30.66666666666667,2.0,58,agente,2020-07-31 17:38:02
732,0001WaFJ133Y0T14,2020-07-31 19:54:40,Chat - Salud,44.45454545454545,2.0,96,agente,2020-07-31 20:02:56
733,0001WaFJ133Y0TNF,2020-07-31 20:49:33,Chat - Salud,28.222222222222207,28.0,101,agente,2020-07-31 20:54:22
734,0001WaFJ133Y0U0K,2020-07-31 21:22:31,Chat - Afiliaciones,410.66666666666674,17.0,41,agente,2020-07-31 22:04:01
735,0001WaFJ133Y0U1J,2020-07-31 21:24:27,Chat - Salud,15.666666666666664,2.0,263,agente,2020-07-31 21:26:10
736,0001WaFJ133Y0U9S,2020-07-31 21:47:06,Chat - Afiliaciones,65.31818181818181,673.0,271,cliente,2020-07-31 22:11:25
737,0001WaFJ133Y0UFK,2020-07-31 22:01:50,Chat - Salud,39.18518518518517,32.0,257,agente,2020-07-31 22:21:35
738,0001WaFJ133Y0UMB,2020-07-31 22:16:46,Chat - Afiliaciones,104.26666666666668,1443.0,738,cliente,2020-07-31 22:44:01
739,0001WaFJ133Y0UPT,2020-07-31 22:25:44,Chat - Salud,110.25,663.0,75,agente,2020-07-31 22:42:25
740,0001WaFJ133Y0UT1,2020-07-31 22:36:41,Chat - Salud,50.91666666666666,3.0,89,agente,2020-07-31 22:51:46
741,0001WaFJ133Y0V12,2020-07-31 23:02:09,Chat - Afiliaciones,55.7,83.0,145,cliente,2020-07-31 23:12:08
742,0001WaFJ133Y0V6R,2020-07-31 23:28:08,Chat - Afiliaciones,180.61538461538456,2056.0,118,agente,2020-08-01 00:07:38
743,0001WaFJ133Y0V9E,2020-07-31 23:40:23,Chat - Afiliaciones,395.2,2.0,41,agente,2020-08-01 00:13:38
744,0001WaFJ133Y0VEQ,2020-08-01 00:39:15,Chat - Afiliaciones,44.523809523809526,34.0,371,agente,2020-08-01 00:54:59
745,0001WaFJ133Y0VG9,2020-08-01 00:51:33,Chat - Afiliaciones,39.5625,32.0,402,agente,2020-08-01 01:02:14
746,0001WaFJ133Y0VHR,2020-08-01 01:27:31,Chat - Afiliaciones,23.42857142857143,3.0,72,agente,2020-08-01 01:30:23
747,0001WaFJ133Y0W3R,2020-08-01 12:55:33,Chat - Afiliaciones,30.6,10.0,168,agente,2020-08-01 13:00:55
748,0001WaFJ133Y0W7D,2020-08-01 13:14:28,Chat - Afiliaciones,100.0,4.0,31,agente,2020-08-01 13:23:15
749,0001WaFJ133Y0WJR,2020-08-01 13:59:51,Chat - Salud,34.833333333333336,47.0,189,agente,2020-08-01 14:07:28
750,0001WaFJ133Y0WM3,2020-08-01 14:01:56,Chat - Afiliaciones,47.384615384615394,3.0,279,agente,2020-08-01 14:13:19
751,0001WaFJ133Y0WWM,2020-08-01 14:36:58,Chat - Afiliaciones,128.75,373.0,89,agente,2020-08-01 14:54:49
752,0001WaFJ133Y0X8C,2020-08-01 15:08:59,Chat - Salud,26.91666666666667,89.0,183,agente,2020-08-01 15:25:33
753,0001WaFJ133Y0XBW,2020-08-01 15:19:27,Chat - Afiliaciones,75.0,7.0,33,agente,2020-08-01 15:27:15
754,0001WaFJ133Y0XEX,2020-08-01 15:27:35,Chat - Afiliaciones,20.642857142857142,2.0,110,agente,2020-08-01 15:32:42
755,0001WaFJ133Y0XGS,2020-08-01 15:32:15,Chat - Afiliaciones,30.54545454545455,3.0,127,agente,2020-08-01 15:37:59
756,0001WaFJ133Y0XT7,2020-08-01 15:55:59,Chat - Afiliaciones,221.0,132.0,76,agente,2020-08-01 16:18:14
757,0001WaFJ133Y0YB8,2020-08-01 16:41:31,Chat - Salud,75.27777777777777,146.0,248,agente,2020-08-01 17:05:03
758,0001WaFJ133Y0YP0,2020-08-01 17:06:30,Chat - Salud,66.6,359.0,141,agente,2020-08-01 17:24:39
759,0001WaFJ133Y0YQB,2020-08-01 17:12:14,Chat - Afiliaciones,74.0,195.0,116,agente,2020-08-01 17:24:37
760,0001WaFJ133Y0YU8,2020-08-01 17:24:38,Chat - Afiliaciones,55.714285714285715,162.0,108,agente,2020-08-01 17:31:49
761,0001WaFJ133Y10R0,2020-08-01 19:41:26,Chat - Salud,24.75,141.0,221,agente,2020-08-01 19:54:36
762,0001WaFJ133Y112W,2020-08-01 20:45:55,Chat - Afiliaciones,63.46666666666667,14.0,197,cliente,2020-08-01 21:01:55
763,0001WaFJ133Y11DQ,2020-08-01 22:45:21,Chat - Afiliaciones,20.125,2.0,94,agente,2020-08-01 22:48:40
764,0001WaFJ133Y11PP,2020-08-02 00:38:51,Chat - Afiliaciones,13.8,3.0,82,agente,2020-08-02 00:40:38
765,0001WaFJ133Y11RD,2020-08-02 01:55:05,Chat - Afiliaciones,25.25,4.0,160,agente,2020-08-02 01:58:36
766,0001WaFJ133Y12YE,2020-08-03 12:43:15,Chat - Salud,65.16666666666667,33.0,90,agente,2020-08-03 12:57:12
767,0001WaFJ133Y130B,2020-08-03 12:46:26,Chat - Salud,159.25,191.0,44,agente,2020-08-03 13:00:24
768,0001WaFJ133Y13DP,2020-08-03 13:16:33,Chat - Salud,73.1111111111111,43.0,322,agente,2020-08-03 13:29:17
769,0001WaFJ133Y14F4,2020-08-03 14:17:00,Chat - Salud,52.0,89.0,198,agente,2020-08-03 14:29:40
770,0001WaFJ133Y14FA,2020-08-03 14:17:08,Chat - Salud,51.45454545454545,303.0,47,agente,2020-08-03 14:26:56
771,0001WaFJ133Y14MM,2020-08-03 14:25:04,Chat - Afiliaciones,168.5,1181.0,200,agente,2020-08-03 14:47:41
772,0001WaFJ133Y14XB,2020-08-03 14:39:53,Chat - Afiliaciones,218.4,4.0,31,agente,2020-08-03 14:58:17
773,0001WaFJ133Y1555,2020-08-03 14:48:30,Chat - Salud,44.8,13.0,130,agente,2020-08-03 14:59:56
774,0001WaFJ133Y15WY,2020-08-03 15:21:46,Chat - Afiliaciones,318.0,7.0,32,agente,2020-08-03 15:57:06
775,0001WaFJ133Y167K,2020-08-03 15:36:06,Chat - Afiliaciones,78.3103448275862,1369.0,240,agente,2020-08-03 16:14:05
776,0001WaFJ133Y1691,2020-08-03 15:38:13,Chat - Salud,27.296296296296298,2.0,236,agente,2020-08-03 15:51:47
777,0001WaFJ133Y1762,2020-08-03 16:19:16,Chat - Afiliaciones,402.2,3.0,31,agente,2020-08-03 16:57:55
778,0001WaFJ133Y17PJ,2020-08-03 16:44:43,Chat - Salud,22.92307692307693,3.0,485,agente,2020-08-03 16:55:04
779,0001WaFJ133Y17XQ,2020-08-03 16:55:44,Chat - Salud,22.421052631578952,5.0,152,agente,2020-08-03 17:03:04
780,0001WaFJ133Y181P,2020-08-03 16:59:57,Chat - Afiliaciones,256.875,1662.0,132,cliente,2020-08-03 17:38:09
781,0001WaFJ133Y187Y,2020-08-03 17:08:52,Chat - Salud,38.470588235294116,58.0,381,agente,2020-08-03 17:23:02
782,0001WaFJ133Y18G7,2020-08-03 17:18:58,Chat - Salud,23.823529411764717,42.0,416,agente,2020-08-03 17:26:49
783,0001WaFJ133Y18K2,2020-08-03 17:23:23,Chat - Afiliaciones,304.125,1736.0,41,agente,2020-08-03 18:04:04
784,0001WaFJ133Y19AF,2020-08-03 18:04:14,Chat - Afiliaciones,275.4,279.0,95,cliente,2020-08-03 18:27:42
785,0001WaFJ133Y19QU,2020-08-03 18:27:27,Chat - Afiliaciones,180.14285714285714,967.0,56,agente,2020-08-03 18:49:21
786,0001WaFJ133Y19RM,2020-08-03 18:28:13,Chat - Salud,41.5,17.0,105,agente,2020-08-03 18:36:29
787,0001WaFJ133Y19TF,2020-08-03 18:31:28,Chat - Afiliaciones,251.6,4.0,40,agente,2020-08-03 18:52:33
788,0001WaFJ133Y1BEE,2020-08-03 19:59:52,Chat - Afiliaciones,0.0,,2,cliente,2020-08-03 20:46:51
789,0001WaFJ133Y1BQP,2020-08-03 20:14:16,Chat - Salud,10.92,3.0,194,agente,2020-08-03 20:19:06
790,0001WaFJ133Y1BWR,2020-08-03 20:21:53,Chat - Salud,18.0,3.0,163,agente,2020-08-03 20:26:41
791,0001WaFJ133Y1CXS,2020-08-03 21:19:51,Chat - Afiliaciones,157.1818181818182,1434.0,82,agente,2020-08-03 21:49:09
792,0001WaFJ133Y1D5R,2020-08-03 21:32:19,Chat - Salud,24.805555555555557,91.0,208,agente,2020-08-03 21:47:43
793,0001WaFJ133Y1D8F,2020-08-03 21:36:23,Chat - Salud,19.0,11.0,124,agente,2020-08-03 21:38:56
794,0001WaFJ133Y1E7H,2020-08-03 22:36:47,Chat - Salud,38.25,3.0,189,agente,2020-08-03 22:47:29
795,0001WaFJ133Y1FBV,2020-08-04 01:48:16,Chat - Afiliaciones,29.4,3.0,41,agente,2020-08-04 01:50:50
796,0001WaFJ133Y1FKQ,2020-08-04 11:48:32,Chat - Salud,13.5625,5.0,105,agente,2020-08-04 11:52:32
797,0001WaFJ133Y1G91,2020-08-04 12:48:05,Chat - Afiliaciones,53.8,57.0,104,agente,2020-08-04 12:52:43
798,0001WaFJ133Y1GVP,2020-08-04 13:33:01,Chat - Afiliaciones,220.85714285714286,138.0,121,agente,2020-08-04 13:58:54
799,0001WaFJ133Y1H0U,2020-08-04 13:43:15,Chat - Afiliaciones,159.66666666666666,11.0,32,agente,2020-08-04 14:00:39
800,0001WaFJ133Y1H9S,2020-08-04 13:59:55,Chat - Afiliaciones,229.2,3.0,31,agente,2020-08-04 14:21:30
801,0001WaFJ133Y1HC5,2020-08-04 14:04:29,Chat - Afiliaciones,234.2,2.0,31,agente,2020-08-04 14:24:15
802,0001WaFJ133Y1HRJ,2020-08-04 14:24:34,Chat - Salud,32.333333333333336,3.0,134,agente,2020-08-04 14:31:45
803,0001WaFJ133Y1J0A,2020-08-04 14:39:41,Chat - Salud,15.777777777777779,4.0,93,agente,2020-08-04 14:42:22
804,0001WaFJ133Y1J67,2020-08-04 14:49:45,Chat - Afiliaciones,165.0,3.0,216,agente,2020-08-04 15:53:21
805,0001WaFJ133Y1J9Y,2020-08-04 14:55:43,Chat - Salud,23.96551724137931,2.0,223,agente,2020-08-04 15:07:26
806,0001WaFJ133Y1JEX,2020-08-04 15:06:07,Chat - Salud,18.8,3.0,56,agente,2020-08-04 15:07:55
807,0001WaFJ133Y1JP6,2020-08-04 15:19:02,Chat - Afiliaciones,460.83333333333326,60.0,109,agente,2020-08-04 16:05:24
808,0001WaFJ133Y1K57,2020-08-04 15:42:50,Chat - Salud,15.083333333333336,3.0,153,agente,2020-08-04 15:46:03
809,0001WaFJ133Y1K7F,2020-08-04 15:47:00,Chat - Afiliaciones,473.16666666666674,1226.0,32,agente,2020-08-04 16:42:02
810,0001WaFJ133Y1KCV,2020-08-04 15:54:52,Chat - Afiliaciones,303.125,2266.0,115,agente,2020-08-04 16:42:12
811,0001WaFJ133Y1KP0,2020-08-04 16:12:03,Chat - Salud,14.769230769230768,2.0,382,agente,2020-08-04 16:15:22
812,0001WaFJ133Y1M4C,2020-08-04 16:39:49,Chat - Afiliaciones,306.2,2842.0,41,agente,2020-08-04 17:31:03
813,0001WaFJ133Y1M5Q,2020-08-04 16:41:48,Chat - Afiliaciones,596.2,4.0,31,agente,2020-08-04 17:34:27
814,0001WaFJ133Y1MQT,2020-08-04 17:12:55,Chat - Salud,18.53846153846154,4.0,173,agente,2020-08-04 17:17:23
815,0001WaFJ133Y1N8M,2020-08-04 17:39:24,Chat - Afiliaciones,408.71428571428567,591.0,159,cliente,2020-08-04 18:29:06
816,0001WaFJ133Y1NEQ,2020-08-04 17:50:26,Chat - Afiliaciones,422.66666666666674,15.0,42,agente,2020-08-04 18:32:51
817,0001WaFJ133Y1Q6U,2020-08-04 19:55:56,Chat - Salud,24.6,152.0,63,agente,2020-08-04 20:02:15
818,0001WaFJ133Y1RG8,2020-08-04 21:17:42,Chat - Salud,25.64,3.0,373,agente,2020-08-04 21:28:52
819,0001WaFJ133Y1S2F,2020-08-04 21:50:45,Chat - Salud,21.384615384615387,54.0,252,agente,2020-08-04 21:56:50
820,0001WaFJ133Y1TGS,2020-08-05 00:22:12,Chat - Afiliaciones,41.25,21.0,68,agente,2020-08-05 00:28:15
821,0001WaFJ133Y1TMM,2020-08-05 01:11:28,Chat - Afiliaciones,33.125,4.0,96,agente,2020-08-05 01:16:02
822,0001WaFJ133Y1TXV,2020-08-05 11:53:08,Chat - Salud,39.111111111111114,12.0,72,agente,2020-08-05 11:59:30
823,0001WaFJ133Y1U8M,2020-08-05 12:29:11,Chat - Afiliaciones,19.875,3.0,126,agente,2020-08-05 12:32:01
824,0001WaFJ133Y1UJR,2020-08-05 12:58:39,Chat - Afiliaciones,88.0,79.0,74,agente,2020-08-05 13:07:38
825,0001WaFJ133Y1UM7,2020-08-05 13:02:02,Chat - Salud,25.63636363636364,19.0,112,agente,2020-08-05 13:07:20
826,0001WaFJ133Y1UTW,2020-08-05 13:21:34,Chat - Salud,31.777777777777786,3.0,202,agente,2020-08-05 13:31:40
827,0001WaFJ133Y1V6G,2020-08-05 13:42:03,Chat - Salud,37.578947368421055,3.0,198,agente,2020-08-05 13:54:27
828,0001WaFJ133Y1V76,2020-08-05 13:42:48,Chat - Salud,47.58333333333334,4.0,121,agente,2020-08-05 13:53:51
829,0001WaFJ133Y1VQ5,2020-08-05 14:13:11,Chat - Salud,39.46153846153846,84.0,182,agente,2020-08-05 14:22:22
830,0001WaFJ133Y1VUH,2020-08-05 14:20:54,Chat - Afiliaciones,371.2,1217.0,134,cliente,2020-08-05 14:56:20
831,0001WaFJ133Y1VWE,2020-08-05 14:24:27,Chat - Salud,22.54545454545455,31.0,142,agente,2020-08-05 14:28:47
832,0001WaFJ133Y1WV7,2020-08-05 15:18:40,Chat - Afiliaciones,104.375,671.0,118,agente,2020-08-05 15:51:11
833,0001WaFJ133Y1WWH,2020-08-05 15:20:32,Chat - Salud,17.833333333333332,4.0,61,agente,2020-08-05 15:22:40
834,0001WaFJ133Y1X00,2020-08-05 15:24:05,Chat - Afiliaciones,368.6,1050.0,83,agente,2020-08-05 15:55:46
835,0001WaFJ133Y1X9J,2020-08-05 15:39:15,Chat - Afiliaciones,75.51612903225806,697.0,267,agente,2020-08-05 16:21:38
836,0001WaFJ133Y1YBW,2020-08-05 16:38:07,Chat - Afiliaciones,267.8888888888889,1046.0,153,agente,2020-08-05 17:19:40
837,0001WaFJ133Y1YDM,2020-08-05 16:40:27,Chat - Afiliaciones,332.57142857142856,102.0,327,agente,2020-08-05 17:20:08
838,0001WaFJ133Y20HP,2020-08-05 17:52:34,Chat - Salud,20.33333333333333,60.0,129,agente,2020-08-05 17:57:25
839,0001WaFJ133Y20MQ,2020-08-05 17:57:10,Chat - Afiliaciones,316.57142857142856,2013.0,48,agente,2020-08-05 18:34:12
840,0001WaFJ133Y21E3,2020-08-05 18:48:22,Chat - Afiliaciones,154.71428571428572,121.0,58,agente,2020-08-05 19:06:33
841,0001WaFJ133Y21V0,2020-08-05 19:12:35,Chat - Afiliaciones,124.30769230769228,723.0,103,agente,2020-08-05 19:39:49
842,0001WaFJ133Y221N,2020-08-05 19:24:34,Chat - Salud,20.454545454545453,2.0,139,agente,2020-08-05 19:31:11
843,0001WaFJ133Y22E4,2020-08-05 19:50:14,Chat - Salud,10.058823529411764,3.0,158,agente,2020-08-05 19:53:22
844,0001WaFJ133Y22WD,2020-08-05 20:21:09,Chat - Salud,19.642857142857142,2.0,161,agente,2020-08-05 20:26:35
845,0001WaFJ133Y237S,2020-08-05 20:41:47,Chat - Afiliaciones,448.0,108.0,140,cliente,2020-08-05 21:12:19
846,0001WaFJ133Y23N8,2020-08-05 21:09:52,Chat - Afiliaciones,220.85714285714286,771.0,60,agente,2020-08-05 21:35:46
847,0001WaFJ133Y23S4,2020-08-05 21:15:22,Chat - Afiliaciones,184.5555555555556,195.0,86,agente,2020-08-05 21:43:17
848,0001WaFJ133Y241N,2020-08-05 21:32:43,Chat - Salud,17.625,4.0,277,agente,2020-08-05 21:47:42
849,0001WaFJ133Y242X,2020-08-05 21:35:33,Chat - Salud,21.78125,3.0,287,agente,2020-08-05 21:48:50
850,0001WaFJ133Y247H,2020-08-05 21:47:16,Chat - Afiliaciones,393.5,606.0,42,agente,2020-08-05 22:26:46
851,0001WaFJ133Y24BS,2020-08-05 21:57:40,Chat - Afiliaciones,142.35714285714286,663.0,132,agente,2020-08-05 22:31:01
852,0001WaFJ133Y2511,2020-08-05 22:41:51,Chat - Salud,65.72,486.0,192,agente,2020-08-05 23:10:11
853,0001WaFJ133Y25KW,2020-08-05 23:41:38,Chat - Salud,70.16666666666667,3.0,59,agente,2020-08-05 23:50:14
854,0001WaFJ133Y25NJ,2020-08-05 23:47:47,Chat - Salud,49.444444444444436,2.0,99,agente,2020-08-05 23:59:10
855,0001WaFJ133Y25TS,2020-08-06 00:26:18,Chat - Afiliaciones,32.142857142857146,3.0,263,agente,2020-08-06 00:39:07
856,0001WaFJ133Y25YJ,2020-08-06 01:25:49,Chat - Afiliaciones,25.75,2.0,108,agente,2020-08-06 01:29:30
857,0001WaFJ133Y2683,2020-08-06 12:11:28,Chat - Salud,29.764705882352942,38.0,114,agente,2020-08-06 12:20:25
858,0001WaFJ133Y272T,2020-08-06 13:46:34,Chat - Afiliaciones,119.11764705882356,94.0,133,cliente,2020-08-06 14:20:39
859,0001WaFJ133Y27C3,2020-08-06 14:08:57,Chat - Afiliaciones,414.1428571428572,268.0,39,agente,2020-08-06 14:57:42
860,0001WaFJ133Y2815,2020-08-06 14:59:51,Chat - Salud,16.0,4.0,111,agente,2020-08-06 15:03:11
861,0001WaFJ133Y2838,2020-08-06 15:04:59,Chat - Salud,14.0,3.0,149,agente,2020-08-06 15:07:20
862,0001WaFJ133Y28MG,2020-08-06 15:40:27,Chat - Afiliaciones,492.57142857142856,2815.0,40,agente,2020-08-06 16:38:11
863,0001WaFJ133Y28UH,2020-08-06 15:55:49,Chat - Afiliaciones,459.25,2369.0,36,agente,2020-08-06 16:57:27
864,0001WaFJ133Y28V6,2020-08-06 15:56:51,Chat - Salud,21.30434782608696,3.0,70,agente,2020-08-06 16:05:09
865,0001WaFJ133Y29DC,2020-08-06 16:28:04,Chat - Salud,17.0,2.0,63,agente,2020-08-06 16:31:21
866,0001WaFJ133Y2A10,2020-08-06 17:10:36,Chat - Afiliaciones,368.5,15.0,36,agente,2020-08-06 17:55:27
867,0001WaFJ133Y2AW1,2020-08-06 18:21:54,Chat - Afiliaciones,684.4,4.0,40,agente,2020-08-06 19:19:04
868,0001WaFJ133Y2B03,2020-08-06 18:26:57,Chat - Salud,30.16666666666667,4.0,63,agente,2020-08-06 18:30:08
869,0001WaFJ133Y2B7R,2020-08-06 18:44:08,Chat - Afiliaciones,341.5555555555556,2214.0,111,agente,2020-08-06 19:35:28
870,0001WaFJ133Y2BG4,2020-08-06 19:07:18,Chat - Salud,10.904761904761903,2.0,166,agente,2020-08-06 19:11:31
871,0001WaFJ133Y2BGX,2020-08-06 19:08:53,Chat - Afiliaciones,184.94736842105263,528.0,157,agente,2020-08-06 20:07:36
872,0001WaFJ133Y2BKF,2020-08-06 19:16:57,Chat - Afiliaciones,523.0,12.0,41,agente,2020-08-06 20:09:30
873,0001WaFJ133Y2CF7,2020-08-06 20:19:34,Chat - Afiliaciones,86.95,1225.0,264,agente,2020-08-06 20:48:40
874,0001WaFJ133Y2CTF,2020-08-06 20:46:44,Chat - Afiliaciones,188.33333333333331,13.0,41,agente,2020-08-06 21:05:53
875,0001WaFJ133Y2DD5,2020-08-06 21:30:16,Chat - Afiliaciones,156.38888888888889,705.0,437,agente,2020-08-06 22:17:17
876,0001WaFJ133Y2DUC,2020-08-06 22:07:37,Chat - Afiliaciones,275.7142857142857,84.0,80,agente,2020-08-06 22:39:55
877,0001WaFJ133Y2EA1,2020-08-06 22:52:32,Chat - Afiliaciones,131.75,130.0,194,agente,2020-08-06 23:10:13
878,0001WaFJ133Y2EGB,2020-08-06 23:10:31,Chat - Afiliaciones,102.0,36.0,91,agente,2020-08-06 23:22:55
879,0001WaFJ133Y2EMT,2020-08-06 23:21:42,Chat - Afiliaciones,135.57142857142858,351.0,73,agente,2020-08-06 23:37:40
880,0001WaFJ133Y2ET4,2020-08-06 23:35:38,Chat - Salud,21.8,4.0,58,agente,2020-08-06 23:39:46
881,0001WaFJ133Y2ETU,2020-08-06 23:37:21,Chat - Afiliaciones,302.4,3.0,40,agente,2020-08-07 00:02:47
882,0001WaFJ133Y2EW7,2020-08-06 23:52:21,Chat - Afiliaciones,130.5,135.0,41,agente,2020-08-07 00:05:38
883,0001WaFJ133Y2EYU,2020-08-07 00:10:28,Chat - Afiliaciones,57.631578947368425,374.0,315,agente,2020-08-07 00:29:26
884,0001WaFJ133Y2F4M,2020-08-07 01:20:08,Chat - Afiliaciones,10.6,4.0,64,agente,2020-08-07 01:21:32
885,0001WaFJ133Y2F5S,2020-08-07 01:48:56,Chat - Afiliaciones,35.6,4.0,40,agente,2020-08-07 01:52:02
886,0001WaFJ133Y2FA7,2020-08-08 12:38:30,Chat - Afiliaciones,23.142857142857146,5.0,39,agente,2020-08-08 12:41:27
887,0001WaFJ133Y2FQW,2020-08-08 13:36:37,Chat - Afiliaciones,28.72727272727273,3.0,82,agente,2020-08-08 13:42:10
888,0001WaFJ133Y2FRQ,2020-08-08 13:38:07,Chat - Afiliaciones,43.28571428571429,125.0,93,agente,2020-08-08 13:43:18
889,0001WaFJ133Y2FXP,2020-08-08 14:00:53,Chat - Salud,28.375,2.0,395,agente,2020-08-08 14:20:43
890,0001WaFJ133Y2G1G,2020-08-08 14:14:06,Chat - Salud,14.416666666666664,4.0,144,agente,2020-08-08 14:20:53
891,0001WaFJ133Y2G44,2020-08-08 14:23:11,Chat - Salud,59.0,88.0,116,agente,2020-08-08 14:31:13
892,0001WaFJ133Y2GCA,2020-08-08 14:45:05,Chat - Salud,28.292682926829272,222.0,312,agente,2020-08-08 15:06:19
893,0001WaFJ133Y2GFT,2020-08-08 14:55:34,Chat - Salud,38.35,67.0,144,agente,2020-08-08 15:08:57
894,0001WaFJ133Y2GTP,2020-08-08 15:19:13,Chat - Salud,22.84615384615385,58.0,155,agente,2020-08-08 15:25:40
895,0001WaFJ133Y2GWY,2020-08-08 15:28:30,Chat - Salud,16.966666666666665,7.0,239,agente,2020-08-08 15:42:12
896,0001WaFJ133Y2H7U,2020-08-08 15:55:19,Chat - Salud,32.07142857142857,52.0,285,agente,2020-08-08 16:10:53
